name,type,RD,Cache,sum_RTT,queries,total_time,cache_hits,cache_misses,num_answers
volksschule-neufahrn.de,1,1,0,4.922401189804077,22,4.932125091552734,,,0
volksschule-neufahrn.de,1,0,1,1.2378439903259277,6,6.553702354431152,6,5,0
jcwcn.com,1,0,0,1.7323486804962158,6,1.736269235610962,,,1
jcwcn.com,1,1,0,1.7205958366394043,6,1.7226648330688477,,,1
jcwcn.com,1,0,1,0.17362141609191895,1,1.8234846591949463,2,0,1
huhgmbh.com,1,0,0,0.8414056301116943,3,0.8429911136627197,,,2
huhgmbh.com,1,1,0,0.7448389530181885,3,0.7462985515594482,,,2
huhgmbh.com,1,0,1,0.690889835357666,3,5.697565317153931,1,2,2
redcrosseth.org,1,0,0,0.863196849822998,6,0.8667867183685303,,,1
redcrosseth.org,1,1,0,1.2034175395965576,6,1.206843376159668,,,1
redcrosseth.org,1,0,1,0.20881032943725586,1,1.3149733543395996,2,0,1
lookpage.org,1,0,0,3.1675186157226562,21,3.1765434741973877,,,0
lookpage.org,1,1,0,2.4418845176696777,21,2.449620485305786,,,0
lookpage.org,1,0,1,0.7759010791778564,7,0.9187400341033936,6,6,0
mplus.hk,1,1,0,1.0104117393493652,3,1.0113472938537598,,,1
mplus.hk,1,0,1,0.9044139385223389,3,0.9056432247161865,0,3,1
itattoos.org,1,0,0,3.1552481651306152,21,3.1666150093078613,,,0
itattoos.org,1,1,0,5.020087480545044,21,5.028505086898804,,,0
itattoos.org,1,0,1,0.9170925617218018,7,1.0289831161499023,6,6,0
lgmonitorreview.nl,1,0,0,1.741304636001587,10,1.7458219528198242,,,0
lgmonitorreview.nl,1,1,0,1.5178415775299072,10,1.5225574970245361,,,0
lgmonitorreview.nl,1,0,1,0.6518363952636719,4,0.8482198715209961,4,3,0
sscw.ee,1,0,0,0.5328900814056396,3,0.5339398384094238,,,1
sscw.ee,1,1,0,0.6943776607513428,3,0.6954066753387451,,,1
sscw.ee,1,0,1,0.7183856964111328,3,0.7195079326629639,0,3,1
nucre.com,1,0,0,1.1168789863586426,6,1.119685173034668,,,1
nucre.com,1,1,0,1.136049509048462,6,1.138270616531372,,,1
nucre.com,1,0,1,0.30774402618408203,1,1.233353614807129,2,0,1
mattselznick.com,1,0,0,0.5076503753662109,3,0.5086102485656738,,,1
mattselznick.com,1,1,0,0.5145447254180908,3,0.5156111717224121,,,1
mattselznick.com,1,0,1,0.20390009880065918,1,0.5149874687194824,2,0,1
horn-elektronik.com,1,0,0,1.11771821975708,6,1.1197636127471924,,,1
horn-elektronik.com,1,1,0,1.2405354976654053,6,1.2423961162567139,,,1
horn-elektronik.com,1,0,1,0.2046036720275879,1,1.0267682075500488,2,0,1
rousing.dk,1,0,0,0.5801200866699219,3,0.5811309814453125,,,1
rousing.dk,1,1,0,0.6663267612457275,3,5.672602415084839,,,1
rousing.dk,1,0,1,0.20827841758728027,1,0.6311745643615723,2,0,1
casco.com,1,0,0,0.6162698268890381,3,0.618849515914917,,,1
casco.com,1,1,0,0.5217587947845459,3,0.5230872631072998,,,1
casco.com,1,0,1,0.18791651725769043,1,0.5153372287750244,2,0,1
ambassadorsspfhf.org,1,0,0,2.9690513610839844,21,2.978757619857788,,,0
ambassadorsspfhf.org,1,1,0,2.7967400550842285,21,2.8056137561798096,,,0
ambassadorsspfhf.org,1,0,1,1.2261598110198975,7,1.2922468185424805,6,6,0
capella.edu,1,0,0,1.1235682964324951,6,6.131253242492676,,,2
capella.edu,1,1,0,1.355156660079956,6,6.363672256469727,,,2
capella.edu,1,0,1,0.2046833038330078,1,0.82318115234375,2,0,2
nipslab.org,1,0,0,1.831604242324829,9,1.8364481925964355,,,1
nipslab.org,1,1,0,1.7501845359802246,9,1.75335693359375,,,1
nipslab.org,1,0,1,0.20221352577209473,1,2.052264928817749,2,0,1
webxtrap.com,1,0,0,0.6841244697570801,3,0.6859288215637207,,,1
webxtrap.com,1,1,0,0.6565144062042236,3,0.6585352420806885,,,1
webxtrap.com,1,0,1,0.20357632637023926,1,0.6106595993041992,2,0,1
ovtoc.com,1,0,0,0.6252150535583496,3,0.6262955665588379,,,1
ovtoc.com,1,1,0,0.6185519695281982,3,0.6195042133331299,,,1
ovtoc.com,1,0,1,0.20361852645874023,1,0.6177372932434082,2,0,1
vaco.ru,1,0,0,1.4337446689605713,6,1.4361717700958252,,,1
vaco.ru,1,1,0,1.6528100967407227,6,1.6547927856445312,,,1
vaco.ru,1,0,1,0.20453190803527832,1,6.552977561950684,2,0,1
ku.edu,1,0,0,0.9215793609619141,3,5.927929639816284,,,1
ku.edu,1,1,0,0.8449041843414307,3,5.851297378540039,,,1
amedeos.net,1,0,0,1.4323489665985107,6,1.4345269203186035,,,2
amedeos.net,1,1,0,1.446911096572876,6,1.449216365814209,,,2
amedeos.net,1,0,1,0.20508337020874023,1,0.6174263954162598,2,0,2
thankfullyyours.com,1,0,0,0.6027133464813232,3,0.603834867477417,,,1
thankfullyyours.com,1,1,0,0.6273493766784668,3,0.6287519931793213,,,1
thankfullyyours.com,1,0,1,0.6305603981018066,3,5.6364381313323975,1,2,1
elettronix.com,1,0,0,1.5254790782928467,6,1.5282001495361328,,,1
elettronix.com,1,1,0,1.2405509948730469,6,1.2428505420684814,,,1
elettronix.com,1,0,1,0.731142520904541,4,6.250744104385376,3,2,1
meintrendyhandy.de,1,0,0,1.3195645809173584,6,1.322455883026123,,,1
meintrendyhandy.de,1,1,0,1.2143158912658691,6,1.2171926498413086,,,1
meintrendyhandy.de,1,0,1,0.20534205436706543,1,0.6434388160705566,2,0,1
a-loud.com,1,0,0,0.6053388118743896,3,0.6064484119415283,,,1
a-loud.com,1,1,0,0.6274113655090332,3,0.6296951770782471,,,1
a-loud.com,1,0,1,0.20424795150756836,1,0.6194682121276855,2,0,1
hznzcn.com,1,0,0,1.6404571533203125,6,1.6427381038665771,,,1
hznzcn.com,1,1,0,1.547454595565796,6,1.5494847297668457,,,1
zilch.org,1,0,0,1.637427568435669,6,1.639918565750122,,,1
zilch.org,1,1,0,1.547743797302246,6,1.5505526065826416,,,1
zilch.org,1,0,1,0.21762657165527344,1,1.0406999588012695,2,0,1
metabans.com,1,0,0,0.6050772666931152,3,0.6063070297241211,,,2
metabans.com,1,1,0,0.5984084606170654,3,0.5994937419891357,,,2
metabans.com,1,0,1,0.7580118179321289,3,5.764902591705322,1,2,2
tretsomshop.nl,1,0,0,1.1132683753967285,6,1.1166553497314453,,,1
tretsomshop.nl,1,1,0,1.1381418704986572,6,1.1407601833343506,,,1
tretsomshop.nl,1,0,1,0.2037045955657959,1,1.2322494983673096,2,0,1
gba4iosapp.com,1,0,0,0.6849417686462402,3,0.6866228580474854,,,1
gba4iosapp.com,1,1,0,0.6506302356719971,3,0.6524415016174316,,,1
gba4iosapp.com,1,0,1,0.32175421714782715,1,0.7318332195281982,2,0,1
gadanguides.com,1,0,0,1.5087072849273682,6,1.5110085010528564,,,1
gadanguides.com,1,1,0,1.3264226913452148,6,1.3283615112304688,,,1
gadanguides.com,1,0,1,0.1892070770263672,1,0.7022733688354492,2,0,1
charityjob.co.uk,1,0,0,1.0975425243377686,6,1.100189208984375,,,3
charityjob.co.uk,1,1,0,1.1220612525939941,6,1.1242384910583496,,,3
charityjob.co.uk,1,0,1,0.2058413028717041,1,0.8080606460571289,2,0,3
ecolems.com,1,0,0,1.0711257457733154,6,1.0741748809814453,,,1
ecolems.com,1,1,0,1.0200719833374023,6,1.0224003791809082,,,1
ecolems.com,1,0,1,0.20508861541748047,1,6.093986988067627,2,0,1
anvilnetworksolutions.net,1,0,0,1.1913974285125732,6,1.1938347816467285,,,1
anvilnetworksolutions.net,1,1,0,1.4385440349578857,6,1.4408183097839355,,,1
anvilnetworksolutions.net,1,0,1,0.30493688583374023,1,1.521911859512329,2,0,1
cdmail.fr,1,0,0,1.212641954421997,6,1.2144379615783691,,,1
cdmail.fr,1,1,0,1.2274184226989746,6,1.2294890880584717,,,1
cdmail.fr,1,0,1,0.20560908317565918,1,1.0085971355438232,2,0,1
freeditorial.com,1,0,0,0.5771811008453369,3,0.5782115459442139,,,1
freeditorial.com,1,1,0,0.5187699794769287,3,0.5197877883911133,,,1
freeditorial.com,1,0,1,0.6134681701660156,3,5.619652032852173,1,2,1
ciber.com,1,0,0,0.5991401672363281,3,0.6002109050750732,,,1
ciber.com,1,1,0,0.5080537796020508,3,0.5090250968933105,,,1
ciber.com,1,0,1,0.20530247688293457,1,0.704951286315918,2,0,1
sonoma-marinfair.org,1,0,0,0.9941470623016357,6,0.9968581199645996,,,2
sonoma-marinfair.org,1,1,0,0.9178857803344727,6,0.9199271202087402,,,2
sonoma-marinfair.org,1,0,1,0.20513153076171875,1,0.8073258399963379,2,0,2
ishidatic.com,1,0,0,0.7968194484710693,3,0.7980759143829346,,,1
ishidatic.com,1,1,0,0.7062695026397705,3,0.7075364589691162,,,1
ishidatic.com,1,0,1,0.2813897132873535,1,0.8054101467132568,2,0,1
minecraftserverdeals.com,1,0,0,0.49622344970703125,3,0.4982471466064453,,,2
minecraftserverdeals.com,1,1,0,0.508223295211792,3,0.5092542171478271,,,2
minecraftserverdeals.com,1,0,1,0.20344305038452148,1,0.49971890449523926,2,0,2
romney.com,1,0,0,0.9099950790405273,3,0.911121129989624,,,1
romney.com,1,1,0,0.5958983898162842,3,0.5967628955841064,,,1
romney.com,1,0,1,0.509840726852417,3,5.516091346740723,1,2,1
bookingnest.com,1,0,0,0.6258580684661865,3,0.6269776821136475,,,2
bookingnest.com,1,1,0,0.7612152099609375,3,0.7623791694641113,,,2
bookingnest.com,1,0,1,0.20069217681884766,1,0.6590862274169922,2,0,2
metar.gr,1,0,0,1.5040655136108398,6,1.5061779022216797,,,1
metar.gr,1,1,0,1.4286818504333496,6,1.4310863018035889,,,1
metar.gr,1,0,1,1.110809326171875,5,6.1184492111206055,2,4,1
bigliettieventi.info,1,0,0,2.7404561042785645,17,2.7505452632904053,,,0
bigliettieventi.info,1,0,1,1.0193393230438232,7,1.1233196258544922,6,6,0
ftf.com,1,0,0,0.9949991703033447,6,0.9976115226745605,,,1
ftf.com,1,1,0,1.2211573123931885,6,1.2238240242004395,,,1
ftf.com,1,0,1,0.20823884010314941,1,0.6058788299560547,2,0,1
polymth.com,1,0,0,0.6855318546295166,3,0.6867287158966064,,,2
polymth.com,1,1,0,0.5090975761413574,3,0.5103194713592529,,,2
polymth.com,1,0,1,0.5078415870666504,3,5.514411449432373,1,2,2
crsgfk.de,1,0,0,4.794893026351929,21,9.807782411575317,,,0
crsgfk.de,1,0,1,1.6318011283874512,7,1.927715539932251,6,6,0
urbannetwork.co.uk,1,0,0,1.2039830684661865,6,1.2063684463500977,,,1
urbannetwork.co.uk,1,1,0,1.358034610748291,6,1.3601794242858887,,,1
urbannetwork.co.uk,1,0,1,0.20772862434387207,1,0.6732850074768066,2,0,1
synrc.com,1,0,0,0.48729825019836426,3,0.4886467456817627,,,2
synrc.com,1,1,0,0.5052468776702881,3,0.5066781044006348,,,2
synrc.com,1,0,1,0.20739364624023438,1,0.6038815975189209,2,0,2
callcomm.info,1,1,0,2.81471848487854,16,7.825902462005615,,,0
callcomm.info,1,0,1,1.020090103149414,7,1.2148959636688232,6,6,0
ceskykutil.cz,1,0,0,0.7937254905700684,3,0.7950129508972168,,,1
ceskykutil.cz,1,1,0,0.8488614559173584,3,0.8498706817626953,,,1
ceskykutil.cz,1,0,1,0.20464754104614258,1,0.6690280437469482,2,0,1
ximangquantrieu.com,1,0,0,0.6901345252990723,3,0.6911282539367676,,,1
ximangquantrieu.com,1,1,0,0.5274317264556885,3,0.5287504196166992,,,1
ximangquantrieu.com,1,0,1,0.592094898223877,3,5.599461078643799,1,2,1
shishioh.info,1,0,0,1.2123746871948242,6,1.2144324779510498,,,1
shishioh.info,1,1,0,1.2251296043395996,6,1.2270243167877197,,,1
shishioh.info,1,0,1,0.20296740531921387,1,1.0111315250396729,2,0,1
vpndefender.com,1,0,0,0.6196286678314209,3,0.6207494735717773,,,2
vpndefender.com,1,1,0,0.5636422634124756,3,0.5650875568389893,,,2
vpndefender.com,1,0,1,0.5098719596862793,3,5.516217470169067,1,2,2
hutago.com,1,0,0,1.30421781539917,6,1.3061163425445557,,,1
hutago.com,1,1,0,1.1749515533447266,6,1.176774501800537,,,1
hutago.com,1,0,1,0.6628446578979492,4,5.916324615478516,3,2,1
tangkas888.com,1,0,0,0.48401665687561035,3,0.48540234565734863,,,2
tangkas888.com,1,1,0,0.5073745250701904,3,0.508955717086792,,,2
tangkas888.com,1,0,1,0.2010641098022461,1,0.4967679977416992,2,0,2
egov.sy,1,0,0,0.6920802593231201,3,0.6929337978363037,,,1
egov.sy,1,1,0,0.6123509407043457,3,0.6132817268371582,,,1
egov.sy,1,0,1,0.49549078941345215,3,0.4966247081756592,0,3,1
abmcare.com,1,0,0,0.5154521465301514,3,0.5165047645568848,,,2
abmcare.com,1,1,0,0.42024779319763184,3,0.4222261905670166,,,2
abmcare.com,1,0,1,0.28078627586364746,1,0.5915694236755371,2,0,2
iael.com,1,0,0,0.49243974685668945,3,0.4933600425720215,,,4
iael.com,1,1,0,0.5391397476196289,3,0.5402281284332275,,,4
iael.com,1,0,1,0.6849112510681152,3,5.691431999206543,1,2,4
sailor.pl,1,0,0,0.48726439476013184,3,0.4889042377471924,,,1
sailor.pl,1,1,0,0.5095958709716797,3,0.5109360218048096,,,1
sailor.pl,1,0,1,0.20174837112426758,1,0.599057674407959,2,0,1
skyhightmatter.info,1,0,0,2.4229769706726074,17,2.4289586544036865,,,0
skyhightmatter.info,1,1,0,2.5497570037841797,17,2.555856466293335,,,0
skyhightmatter.info,1,0,1,1.124891996383667,7,1.3201086521148682,6,6,0
autopareri.com,1,0,0,0.5769104957580566,3,0.577904462814331,,,1
autopareri.com,1,1,0,0.6128833293914795,3,0.61482834815979,,,1
autopareri.com,1,0,1,0.25305819511413574,1,0.4983947277069092,2,0,1
cia.it,1,0,0,0.690885066986084,3,0.6921393871307373,,,2
cia.it,1,1,0,0.6201772689819336,3,0.6219379901885986,,,2
cia.it,1,0,1,0.19678044319152832,1,0.5882008075714111,2,0,2
texasbeyondhistory.net,1,0,0,1.6239960193634033,6,6.631785869598389,,,1
texasbeyondhistory.net,1,1,0,1.5429344177246094,6,6.5495383739471436,,,1
texasbeyondhistory.net,1,0,1,0.8928296566009521,4,6.130672454833984,3,2,1
gardenofwords.com,1,0,0,0.4918684959411621,3,0.4929165840148926,,,2
gardenofwords.com,1,1,0,0.5114457607269287,3,0.5128529071807861,,,2
gardenofwords.com,1,0,1,0.5096302032470703,3,5.5157153606414795,1,2,2
giuseppelivraghi.it,1,0,0,2.0202813148498535,9,2.023101329803467,,,1
giuseppelivraghi.it,1,1,0,1.835331678390503,9,1.8383827209472656,,,1
giuseppelivraghi.it,1,0,1,0.20425128936767578,1,1.3179926872253418,2,0,1
hdcric.com,1,0,0,0.6897799968719482,3,0.6914899349212646,,,4
hdcric.com,1,1,0,0.6107406616210938,3,0.6123499870300293,,,4
hdcric.com,1,0,1,0.6090884208679199,3,5.616293907165527,1,2,4
chekiang.info,1,0,0,3.068035125732422,17,3.0748977661132812,,,0
chekiang.info,1,1,0,2.563864231109619,16,7.575026035308838,,,0
chekiang.info,1,0,1,1.0213098526000977,7,1.1136128902435303,6,6,0
archiportale.com,1,0,0,0.5819504261016846,3,0.5834450721740723,,,2
archiportale.com,1,1,0,0.5053396224975586,3,0.5065562725067139,,,2
archiportale.com,1,0,1,0.2039179801940918,1,0.49863457679748535,2,0,2
de.vu,1,0,0,1.077054500579834,6,1.0791094303131104,,,1
de.vu,1,1,0,1.326601266860962,6,1.3293073177337646,,,1
de.vu,1,0,1,0.5987873077392578,4,0.9079725742340088,2,3,1
teachmyass.info,1,0,0,1.4042294025421143,6,1.4062249660491943,,,1
teachmyass.info,1,1,0,1.340641736984253,6,1.3425731658935547,,,1
teachmyass.info,1,0,1,0.20398688316345215,1,6.527003526687622,2,0,1
nasaspaceflight.com,1,0,0,0.49588799476623535,3,0.49718141555786133,,,2
nasaspaceflight.com,1,1,0,0.5086135864257812,3,0.5097112655639648,,,2
nasaspaceflight.com,1,0,1,0.2033677101135254,1,0.49772071838378906,2,0,2
dilw.ie,1,0,0,0.856130838394165,6,0.8580021858215332,,,1
dilw.ie,1,1,0,1.0684242248535156,6,1.0702834129333496,,,1
dilw.ie,1,0,1,0.6477065086364746,5,5.654873847961426,2,4,1
gxjbsj.com,1,0,0,0.688758373260498,3,0.6898508071899414,,,1
gxjbsj.com,1,1,0,0.8149726390838623,3,0.8163790702819824,,,1
gxjbsj.com,1,0,1,0.2043747901916504,1,0.7033874988555908,2,0,1
fmnara.com,1,0,0,1.4180927276611328,6,1.4208736419677734,,,1
fmnara.com,1,1,0,1.5292599201202393,6,1.5326318740844727,,,1
fmnara.com,1,0,1,0.22266387939453125,1,1.541158676147461,2,0,1
pet-connect.ru,1,0,0,2.8911330699920654,10,2.895512819290161,,,1
pet-connect.ru,1,1,0,2.553800106048584,10,2.5584428310394287,,,1
pet-connect.ru,1,0,1,0.2052474021911621,1,0.8052754402160645,2,0,1
synchchaos.com,1,0,0,0.7904345989227295,3,0.792400598526001,,,1
synchchaos.com,1,1,0,0.8238716125488281,3,0.8256158828735352,,,1
synchchaos.com,1,0,1,0.7041101455688477,3,5.710590362548828,1,2,1
uca.edu,1,0,0,0.8131916522979736,3,5.819398641586304,,,1
uca.edu,1,1,0,0.8307316303253174,3,5.837109804153442,,,1
oaister.org,1,0,0,1.1984977722167969,6,1.2005500793457031,,,1
oaister.org,1,1,0,1.0349185466766357,6,6.042179584503174,,,1
oaister.org,1,0,1,0.14898300170898438,1,0.8504147529602051,2,0,1
chenghuavideo.asia,1,0,1,4.440548896789551,35,5.7188720703125,33,31,0
video-peche-poisson.fr,1,0,0,2.426586389541626,13,2.4319581985473633,,,0
video-peche-poisson.fr,1,1,0,2.656569004058838,13,2.660729169845581,,,0
video-peche-poisson.fr,1,0,1,0.7135686874389648,4,0.9080002307891846,4,3,0
currencyrates.org,1,0,0,0.899284839630127,6,0.9014244079589844,,,2
currencyrates.org,1,1,0,1.11592698097229,6,1.1184163093566895,,,2
currencyrates.org,1,0,1,0.20510649681091309,1,0.704448938369751,2,0,2
zpav.pl,1,0,0,0.5537548065185547,3,0.5552184581756592,,,1
zpav.pl,1,1,0,0.5086390972137451,3,0.5095746517181396,,,1
zpav.pl,1,0,1,0.21506953239440918,1,0.6115970611572266,2,0,1
tawali.com,1,0,0,0.5891602039337158,3,0.5902564525604248,,,1
tawali.com,1,1,0,0.7139499187469482,3,0.715069055557251,,,1
tawali.com,1,0,1,0.20464873313903809,1,0.704308271408081,2,0,1
vlielandoutdoorcenter.nl,1,0,0,0.5894017219543457,3,0.5908219814300537,,,1
vlielandoutdoorcenter.nl,1,1,0,0.610445499420166,3,0.6121869087219238,,,1
vlielandoutdoorcenter.nl,1,0,1,0.2549891471862793,1,0.7047562599182129,2,0,1
gregginn.com,1,0,0,0.5564448833465576,3,0.5585274696350098,,,2
gregginn.com,1,1,0,0.735846996307373,3,0.7381830215454102,,,2
gregginn.com,1,0,1,0.20349526405334473,1,0.6015603542327881,2,0,2
arcoat.com,1,0,0,0.8279492855072021,3,0.8297278881072998,,,1
arcoat.com,1,1,0,0.6892645359039307,3,0.6902835369110107,,,1
arcoat.com,1,0,1,0.7024271488189697,3,5.708784341812134,1,2,1
michaelbyers.org,1,0,0,1.0983161926269531,6,1.1006560325622559,,,4
michaelbyers.org,1,1,0,1.2399797439575195,6,1.2427012920379639,,,4
michaelbyers.org,1,0,1,0.20381832122802734,1,1.1984024047851562,2,0,4
stkpro.ru,1,0,1,0.20267462730407715,1,0.8930037021636963,2,0,1
silveropt.ru,1,0,0,5.088542222976685,21,5.099893569946289,,,0
silveropt.ru,1,1,0,4.6962854862213135,21,4.705814361572266,,,0
silveropt.ru,1,0,1,1.7366390228271484,6,2.0360636711120605,6,5,0
topbarbee.com,1,0,0,0.6932377815246582,3,0.6942682266235352,,,1
topbarbee.com,1,1,0,0.8270614147186279,3,0.8281047344207764,,,1
topbarbee.com,1,0,1,0.30766725540161133,1,0.7924325466156006,2,0,1
teleskill.it,1,0,0,1.0962529182434082,6,1.0995328426361084,,,1
teleskill.it,1,1,0,0.9640913009643555,6,0.9666204452514648,,,1
teleskill.it,1,0,1,0.20429587364196777,1,1.1679346561431885,2,0,1
virtualjerusalem.com,1,0,0,0.701024055480957,3,0.7020025253295898,,,1
virtualjerusalem.com,1,1,0,0.7136623859405518,3,0.7148513793945312,,,1
virtualjerusalem.com,1,0,1,0.2046065330505371,1,0.8037028312683105,2,0,1
morban.co.uk,1,0,0,1.3068625926971436,6,1.3089680671691895,,,1
morban.co.uk,1,1,0,1.2198832035064697,6,1.223592758178711,,,1
morban.co.uk,1,0,1,0.30650997161865234,1,1.2143611907958984,2,0,1
mechachal.org,1,0,0,2.8349714279174805,21,2.8424477577209473,,,0
mechachal.org,1,1,0,3.1716530323028564,21,3.1794872283935547,,,0
mechachal.org,1,0,1,0.815861701965332,7,0.9017753601074219,6,6,0
noblewomanhood.com,1,0,0,0.5752766132354736,3,0.5764496326446533,,,1
noblewomanhood.com,1,1,0,0.6121249198913574,3,0.613243818283081,,,1
noblewomanhood.com,1,0,1,0.30724501609802246,1,0.7025222778320312,2,0,1
cosmeticaestheticsurgery.com,1,0,0,0.647376537322998,3,0.648496150970459,,,2
cosmeticaestheticsurgery.com,1,1,0,0.6115872859954834,3,0.6127114295959473,,,2
cosmeticaestheticsurgery.com,1,0,1,0.611271858215332,3,5.6182122230529785,1,2,2
note-so-easy.co.za,1,0,0,3.6560192108154297,11,3.6601932048797607,,,1
note-so-easy.co.za,1,1,0,3.4754245281219482,11,3.4789178371429443,,,1
note-so-easy.co.za,1,0,1,0.14971590042114258,1,7.202479362487793,2,0,1
ncees.org,1,0,0,0.9023358821868896,6,0.9042994976043701,,,2
ncees.org,1,1,0,0.916419506072998,6,0.9191756248474121,,,2
ncees.org,1,0,1,0.20432639122009277,1,0.7037003040313721,2,0,2
verlockeshop.de,1,0,0,1.0984127521514893,6,1.1014933586120605,,,1
verlockeshop.de,1,1,0,1.2194876670837402,6,1.2217965126037598,,,1
verlockeshop.de,1,0,1,0.20490002632141113,1,1.1127800941467285,2,0,1
e-hps.com,1,0,0,0.590538740158081,3,0.5917181968688965,,,1
e-hps.com,1,1,0,0.6361029148101807,3,0.6372735500335693,,,1
e-hps.com,1,0,1,0.20398759841918945,1,0.4738962650299072,2,0,1
drglendza.co.rs,1,0,0,8.158589363098145,42,8.178327798843384,,,0
drglendza.co.rs,1,1,0,7.966834545135498,42,7.9842774868011475,,,0
drglendza.co.rs,1,0,1,2.5403480529785156,12,2.54904842376709,10,12,0
ghimpele.ro,1,0,0,1.1897687911987305,6,1.1923751831054688,,,1
ghimpele.ro,1,1,0,1.0984256267547607,6,1.1003971099853516,,,1
ghimpele.ro,1,0,1,0.7352886199951172,4,0.8046882152557373,2,3,1
dricom-hosting.nl,1,0,0,0.5884573459625244,3,0.5899374485015869,,,1
dricom-hosting.nl,1,1,0,0.6104099750518799,3,0.612006425857544,,,1
dricom-hosting.nl,1,0,1,0.20531058311462402,1,0.5977950096130371,2,0,1
medipacademy.com,1,0,0,0.4966154098510742,3,0.4976634979248047,,,2
medipacademy.com,1,1,0,0.612492561340332,3,0.6140384674072266,,,2
medipacademy.com,1,0,1,0.20431280136108398,1,0.49724626541137695,2,0,2
e-daily.gr,1,0,0,1.0202271938323975,6,1.0230762958526611,,,3
e-daily.gr,1,1,0,0.9751505851745605,6,0.9776268005371094,,,3
e-daily.gr,1,0,1,0.3028860092163086,1,0.8825504779815674,2,0,3
hralda.info,1,0,0,2.142786979675293,16,7.15497088432312,,,0
hralda.info,1,1,0,2.2428390979766846,17,2.250068426132202,,,0
hralda.info,1,0,1,1.1240389347076416,7,1.2162601947784424,6,6,0
sendrakhizonline.com,1,0,0,0.6905200481414795,3,0.6925709247589111,,,1
sendrakhizonline.com,1,1,0,0.6093754768371582,3,0.6114614009857178,,,1
sendrakhizonline.com,1,0,1,0.6093823909759521,3,5.616716384887695,1,2,1
begleyhutton.com,1,0,0,1.7153663635253906,6,1.717414140701294,,,4
begleyhutton.com,1,1,0,1.7310121059417725,6,1.732875108718872,,,4
begleyhutton.com,1,0,1,1.0191333293914795,4,6.641194581985474,3,2,4
bmw-parts.ru,1,0,0,0.8969683647155762,3,0.8978290557861328,,,1
bmw-parts.ru,1,1,0,0.816622257232666,3,0.8176295757293701,,,1
bmw-parts.ru,1,0,1,0.20458579063415527,1,5.824438095092773,2,0,1
rterc.in,1,0,0,1.0994796752929688,6,1.1023221015930176,,,2
rterc.in,1,1,0,0.8148951530456543,6,0.8167712688446045,,,2
rterc.in,1,0,1,0.20838356018066406,1,0.3988504409790039,2,0,2
monitis.com,1,0,0,0.5550289154052734,3,0.5561342239379883,,,1
monitis.com,1,1,0,0.5056521892547607,3,0.5066583156585693,,,1
monitis.com,1,0,1,0.20923233032226562,1,0.498152494430542,2,0,1
gustissimo.it,1,0,0,0.6584324836730957,3,0.6596057415008545,,,3
gustissimo.it,1,1,0,0.5905032157897949,3,0.5921802520751953,,,3
gustissimo.it,1,0,1,0.2048661708831787,1,1.0904102325439453,2,0,3
auto-klad.ru,1,0,0,1.505373477935791,6,1.5075194835662842,,,1
auto-klad.ru,1,1,0,1.5169806480407715,6,6.524171590805054,,,1
auto-klad.ru,1,0,1,0.204024076461792,1,1.602971076965332,2,0,1
iointegrators.com,1,0,0,0.5671138763427734,3,0.5680468082427979,,,1
iointegrators.com,1,1,0,0.48817968368530273,3,0.48931193351745605,,,1
iointegrators.com,1,0,1,0.21409106254577637,1,0.486675500869751,2,0,1
saharaimport.com,1,0,0,0.8705723285675049,3,0.8715169429779053,,,1
saharaimport.com,1,1,0,0.6796174049377441,3,0.6808924674987793,,,1
saharaimport.com,1,0,1,0.17839264869689941,1,0.7106378078460693,2,0,1
itgeorgia.co,1,0,0,1.5940804481506348,6,1.596106767654419,,,1
itgeorgia.co,1,1,0,1.5089960098266602,6,1.5123677253723145,,,1
itgeorgia.co,1,0,1,0.8826601505279541,3,0.8845553398132324,1,3,1
myfantasticpark.es,1,0,0,1.2875277996063232,6,1.289334774017334,,,1
myfantasticpark.es,1,1,0,1.3060078620910645,6,1.3085970878601074,,,1
myfantasticpark.es,1,0,1,0.2039484977722168,1,1.1935837268829346,2,0,1
vinayaprabha.com,1,0,0,1.1244041919708252,6,6.131515979766846,,,3
vinayaprabha.com,1,1,0,1.2782096862792969,6,6.286620140075684,,,3
vinayaprabha.com,1,0,1,0.17888355255126953,1,0.8646013736724854,2,0,3
sitiweb.us,1,0,0,1.1798315048217773,6,1.1832859516143799,,,1
sitiweb.us,1,1,0,1.6935994625091553,9,1.699054479598999,,,1
sitiweb.us,1,0,1,0.9827125072479248,4,1.2182064056396484,2,3,1
contentremarketing.com,1,0,0,0.7840709686279297,3,0.7856590747833252,,,1
contentremarketing.com,1,1,0,0.6719973087310791,3,0.6733801364898682,,,1
contentremarketing.com,1,0,1,0.2017199993133545,1,0.8014295101165771,2,0,1
videofun.me,1,0,0,8.454254627227783,56,8.481001615524292,,,0
videofun.me,1,1,0,9.068292379379272,56,9.090880870819092,,,0
videofun.me,1,0,1,1.7994585037231445,16,1.8082263469696045,15,16,0
breezelaw.com,1,0,0,0.765833854675293,3,0.7670466899871826,,,2
breezelaw.com,1,1,0,0.5871813297271729,3,0.588320255279541,,,2
breezelaw.com,1,0,1,0.16663742065429688,1,0.5039567947387695,2,0,2
ranocchi.it,1,0,0,0.6855638027191162,3,0.6872096061706543,,,1
ranocchi.it,1,1,0,0.5820717811584473,3,0.5834834575653076,,,1
